日付,レース,判定,モード,買い目数,投資額,実際,的中,配当,頭1位,頭1位スコア,頭2位,頭2位スコア,展示バフ数,展示デバフ数,展示バフ点,展示デバフ点,1ST補正,まくり補正,買い目
20250422,10,買い,hit,16,1600,1-3-5,False,0,1,86.2,3,60.8,1,1,5,-3,28,25,1-6-3 1-3-6 1-6-4 1-4-6 1-6-2 1-2-6 3-1-6 3-6-1 3-1-4 3-4-1 3-1-2 3-2-1 3-6-4 3-4-6 3-6-2 3-2-6
20250422,12,注意,hit,12,1200,1-2-5,True,700,1,51.6,2,31.3,1,1,-12,-5,4,-40,1-2-6 1-6-2 1-2-5 1-5-2 1-2-3 1-3-2 2-1-6 2-6-1 2-1-5 2-5-1 2-1-3 2-3-1
20250423,1,注意,hit,16,1600,1-3-2,False,0,5,13.3,2,4.2,0,0,0,0,-43,-45,5-1-2 5-2-1 5-1-3 5-3-1 5-1-4 5-4-1 2-5-1 2-1-5 2-5-3 2-3-5 2-5-4 2-4-5 2-1-3 2-3-1 2-1-4 2-4-1
20250423,2,買い,hit,16,1600,3-2-4,False,0,5,62.5,2,34.7,1,1,-5,-10,-13,-7,5-4-2 5-2-4 5-4-3 5-3-4 5-4-1 5-1-4 2-4-5 2-5-4 2-4-3 2-3-4 2-4-1 2-1-4 2-5-3 2-3-5 2-5-1 2-1-5
20250423,3,注意,hit,12,1200,5-1-6,False,0,3,77.3,6,69.1,1,1,8,-15,-13,12,3-6-5 3-5-6 3-6-1 3-1-6 3-6-2 3-2-6 6-3-5 6-5-3 6-3-1 6-1-3 6-3-2 6-2-3
20250423,5,買い,hit,12,1200,1-5-3,True,1080,1,82.6,5,61.8,0,0,0,0,14,12,1-5-3 1-3-5 1-5-4 1-4-5 1-5-2 1-2-5 5-1-3 5-3-1 5-1-4 5-4-1 5-1-2 5-2-1
20250423,6,注意,hit,16,1600,4-2-6,False,0,4,47.5,3,36.6,0,0,0,0,4,-10,4-2-3 4-3-2 4-2-1 4-1-2 4-2-5 4-5-2 3-4-2 3-2-4 3-4-1 3-1-4 3-4-5 3-5-4 3-2-1 3-1-2 3-2-5 3-5-2
20250423,9,買い,hit,16,1600,4-3-5,False,0,1,80.0,3,59.5,1,1,3,-10,24,7,1-3-4 1-4-3 1-3-2 1-2-3 1-3-5 1-5-3 1-4-2 1-2-4 1-4-5 1-5-4 3-4-1 3-1-4 3-4-2 3-2-4 3-4-5 3-5-4
20250423,10,注意,hit,16,1600,1-4-3,False,0,4,69.3,2,57.7,0,0,0,0,-9,27,4-1-2 4-2-1 4-1-5 4-5-1 4-1-6 4-6-1 2-4-1 2-1-4 2-4-5 2-5-4 2-4-6 2-6-4 2-1-5 2-5-1 2-1-6 2-6-1
20250423,12,注意,hit,16,1600,1-4-2,False,0,1,54.8,2,42.3,0,0,0,0,13,-9,1-3-2 1-2-3 1-3-4 1-4-3 1-3-5 1-5-3 2-3-1 2-1-3 2-3-4 2-4-3 2-3-5 2-5-3 2-1-4 2-4-1 2-1-5 2-5-1
20250424,6,注意,hit,16,1600,1-4-5,False,0,5,77.2,3,64.4,0,0,0,0,-15,38,5-2-3 5-3-2 5-2-4 5-4-2 5-2-1 5-1-2 3-5-2 3-2-5 3-5-4 3-4-5 3-5-1 3-1-5 3-2-4 3-4-2 3-2-1 3-1-2
20250424,7,買い,hit,20,2000,1-6-3,False,0,4,56.5,2,21.7,1,1,4,-5,-15,-18,4-5-1 4-1-5 4-5-6 4-6-5 4-5-3 4-3-5 2-4-5 2-5-4 2-4-1 2-1-4 2-4-6 2-6-4 2-4-3 2-3-4 2-5-1 2-1-5 2-5-6 2-6-5 2-5-3 2-3-5
20250424,10,買い,hit,12,1200,3-1-6,False,0,1,67.2,3,32.0,1,1,-5,-10,24,-12,1-3-2 1-2-3 1-3-5 1-5-3 1-3-4 1-4-3 3-1-2 3-2-1 3-1-5 3-5-1 3-1-4 3-4-1
20250424,11,注意,hit,24,2400,1-2-4,False,0,4,64.4,6,54.4,0,0,0,0,-20,15,4-2-6 4-6-2 4-2-1 4-1-2 4-2-5 4-5-2 4-2-3 4-3-2 4-1-6 4-6-1 4-1-5 4-5-1 4-1-3 4-3-1 6-2-1 6-1-2 6-2-5 6-5-2 6-2-3 6-3-2 6-1-5 6-5-1 6-1-3 6-3-1
20250501,1,買い,hit,12,1200,3-4-5,True,1330,5,75.0,3,57.4,1,1,8,-15,-29,37,5-3-4 5-4-3 5-3-1 5-1-3 5-3-2 5-2-3 3-5-4 3-4-5 3-5-1 3-1-5 3-5-2 3-2-5
20250501,4,注意,hit,16,1600,3-5-2,True,2950,3,60.6,2,51.5,1,1,5,-10,-33,33,3-2-5 3-5-2 3-2-6 3-6-2 3-2-4 3-4-2 3-4-5 3-5-4 3-4-6 3-6-4 2-4-3 2-3-4 2-4-5 2-5-4 2-4-6 2-6-4
20250501,5,買い,hit,16,1600,3-4-1,False,0,4,85.0,2,34.4,1,1,4,-5,-10,30,4-1-2 4-2-1 4-1-3 4-3-1 4-1-5 4-5-1 2-4-1 2-1-4 2-4-3 2-3-4 2-4-5 2-5-4 2-1-3 2-3-1 2-1-5 2-5-1
20250501,7,買い,hit,12,1200,3-1-2,False,0,1,85.2,6,42.8,1,1,-10,0,36,-30,1-6-5 1-5-6 1-6-3 1-3-6 1-6-4 1-4-6 6-1-5 6-5-1 6-1-3 6-3-1 6-1-4 6-4-1
20250501,8,買い,hit,12,1200,5-3-2,True,4750,5,101.9,2,75.8,1,1,10,-15,4,23,5-2-3 5-3-2 5-2-1 5-1-2 5-2-6 5-6-2 2-5-3 2-3-5 2-5-1 2-1-5 2-5-6 2-6-5
20250501,9,買い,hit,20,2000,1-5-2,False,0,1,54.4,5,38.5,1,1,3,-15,-4,13,1-4-5 1-5-4 1-4-6 1-6-4 1-4-3 1-3-4 1-3-5 1-5-3 1-3-6 1-6-3 5-4-1 5-1-4 5-4-6 5-6-4 5-4-3 5-3-4 5-3-1 5-1-3 5-3-6 5-6-3
20250502,5,買い,hit,16,1600,4-2-5,False,0,4,66.7,1,39.2,0,0,0,0,-9,5,4-3-1 4-1-3 4-3-5 4-5-3 4-3-2 4-2-3 1-4-3 1-3-4 1-4-5 1-5-4 1-4-2 1-2-4 1-3-5 1-5-3 1-3-2 1-2-3
20250502,6,買い,hit,16,1600,4-6-1,True,1870,1,63.3,4,42.3,0,0,0,0,21,27,1-4-6 1-6-4 1-4-3 1-3-4 1-4-2 1-2-4 1-6-3 1-3-6 1-6-2 1-2-6 4-6-1 4-1-6 4-6-3 4-3-6 4-6-2 4-2-6
20250502,7,買い,hit,12,1200,2-1-3,False,0,1,92.5,6,31.3,0,0,0,0,30,-30,1-6-3 1-3-6 1-6-2 1-2-6 1-6-5 1-5-6 6-1-3 6-3-1 6-1-2 6-2-1 6-1-5 6-5-1
20250502,9,買い,hit,16,1600,1-3-5,False,0,4,102.1,3,77.4,0,0,0,0,13,27,4-3-6 4-6-3 4-3-2 4-2-3 4-3-5 4-5-3 4-5-6 4-6-5 4-5-2 4-2-5 3-5-4 3-4-5 3-5-6 3-6-5 3-5-2 3-2-5
20250502,10,買い,hit,16,1600,4-1-2,True,5420,4,67.2,6,43.7,0,0,0,0,-24,20,4-6-2 4-2-6 4-6-3 4-3-6 4-6-1 4-1-6 4-2-3 4-3-2 4-2-1 4-1-2 6-2-4 6-4-2 6-2-3 6-3-2 6-2-1 6-1-2
20250502,11,買い,hit,12,1200,3-4-1,False,0,5,72.0,6,54.6,0,0,0,0,-26,5,5-6-2 5-2-6 5-6-3 5-3-6 5-6-1 5-1-6 6-5-2 6-2-5 6-5-3 6-3-5 6-5-1 6-1-5
20250502,12,注意,hit,12,1200,1-2-4,False,0,1,110.5,6,84.2,1,1,8,-10,9,15,1-6-5 1-5-6 1-6-4 1-4-6 1-6-3 1-3-6 6-1-5 6-5-1 6-1-4 6-4-1 6-1-3 6-3-1
20250503,1,注意,hit,16,1600,2-1-3,False,0,4,46.2,2,35.6,1,1,8,-10,-43,-5,4-6-2 4-2-6 4-6-1 4-1-6 4-6-3 4-3-6 2-4-6 2-6-4 2-4-1 2-1-4 2-4-3 2-3-4 2-6-1 2-1-6 2-6-3 2-3-6
20250503,6,買い,hit,12,1200,3-2-5,False,0,5,80.3,4,58.7,0,0,0,0,-10,10,5-4-1 5-1-4 5-4-2 5-2-4 5-4-6 5-6-4 4-5-1 4-1-5 4-5-2 4-2-5 4-5-6 4-6-5
20250503,7,注意,hit,12,1200,3-2-1,True,10470,1,76.5,3,33.9,2,2,7,-15,-4,-5,1-3-4 1-4-3 1-3-2 1-2-3 1-3-5 1-5-3 3-1-4 3-4-1 3-1-2 3-2-1 3-1-5 3-5-1
20250503,9,買い,hit,12,1200,2-1-6,False,0,1,99.0,6,64.6,1,1,3,-10,28,-25,1-6-4 1-4-6 1-6-2 1-2-6 1-6-3 1-3-6 6-1-4 6-4-1 6-1-2 6-2-1 6-1-3 6-3-1
20250503,11,注意,hit,20,2000,3-1-2,True,4010,5,47.3,3,37.5,0,0,0,0,-43,-25,5-4-3 5-3-4 5-4-2 5-2-4 5-4-1 5-1-4 5-1-3 5-3-1 5-1-2 5-2-1 3-4-5 3-5-4 3-4-2 3-2-4 3-4-1 3-1-4 3-1-5 3-5-1 3-1-2 3-2-1
20250503,12,注意,hit,16,1600,1-3-6,True,2870,1,48.2,5,40.2,2,2,5,-20,14,-17,1-6-5 1-5-6 1-6-2 1-2-6 1-6-3 1-3-6 5-1-6 5-6-1 5-1-2 5-2-1 5-1-3 5-3-1 5-6-2 5-2-6 5-6-3 5-3-6
20250504,1,買い,hit,16,1600,3-4-2,False,0,4,58.7,1,36.2,1,1,4,-5,11,-18,4-3-1 4-1-3 4-3-6 4-6-3 4-3-2 4-2-3 1-4-3 1-3-4 1-4-6 1-6-4 1-4-2 1-2-4 1-3-6 1-6-3 1-3-2 1-2-3
20250504,5,買い,hit,12,1200,4-1-6,True,1680,1,95.8,4,66.0,0,0,0,0,20,2,1-4-6 1-6-4 1-4-2 1-2-4 1-4-3 1-3-4 4-1-6 4-6-1 4-1-2 4-2-1 4-1-3 4-3-1
20250504,7,買い,hit,16,1600,1-4-2,True,1270,1,71.9,2,10.4,1,1,4,-5,36,-20,1-4-2 1-2-4 1-4-3 1-3-4 1-4-6 1-6-4 2-1-4 2-4-1 2-1-3 2-3-1 2-1-6 2-6-1 2-4-3 2-3-4 2-4-6 2-6-4
20250504,9,買い,hit,16,1600,1-2-5,False,0,1,82.6,4,33.7,1,1,0,-10,28,-5,1-3-4 1-4-3 1-3-2 1-2-3 1-3-6 1-6-3 4-1-2 4-2-1 4-1-6 4-6-1 4-1-3 4-3-1 4-3-2 4-2-3 4-3-6 4-6-3
20250504,12,注意,hit,12,1200,4-6-5,False,0,1,98.4,4,80.5,0,0,0,0,-1,5,1-4-5 1-5-4 1-4-2 1-2-4 1-4-3 1-3-4 4-1-5 4-5-1 4-1-2 4-2-1 4-1-3 4-3-1
20250505,5,買い,hit,16,1600,1-2-4,True,1310,1,54.8,3,15.0,1,1,5,-7,9,-15,1-4-3 1-3-4 1-4-5 1-5-4 1-4-2 1-2-4 3-1-5 3-5-1 3-1-4 3-4-1 3-1-2 3-2-1 3-4-5 3-5-4 3-4-2 3-2-4
20250505,6,買い,hit,12,1200,1-2-5,True,1150,5,54.6,1,27.8,0,0,0,0,1,-20,5-1-2 5-2-1 5-1-3 5-3-1 5-1-6 5-6-1 1-5-2 1-2-5 1-5-3 1-3-5 1-5-6 1-6-5
20250505,7,注意,hit,12,1200,2-1-4,False,0,1,84.3,3,52.5,1,1,5,-3,36,-10,1-3-2 1-2-3 1-3-4 1-4-3 1-3-6 1-6-3 3-1-2 3-2-1 3-1-4 3-4-1 3-1-6 3-6-1
20250505,9,買い,hit,16,1600,4-1-5,False,0,4,64.8,1,38.7,1,1,4,-5,14,5,4-2-1 4-1-2 4-2-3 4-3-2 4-2-5 4-5-2 1-4-2 1-2-4 1-4-3 1-3-4 1-4-5 1-5-4 1-2-3 1-3-2 1-2-5 1-5-2
20250505,10,買い,hit,16,1600,1-4-3,False,0,5,67.5,6,49.9,0,0,0,0,-26,-2,5-1-6 5-6-1 5-1-2 5-2-1 5-1-4 5-4-1 6-5-1 6-1-5 6-5-2 6-2-5 6-5-4 6-4-5 6-1-2 6-2-1 6-1-4 6-4-1
20250505,12,注意,hit,12,1200,1-3-4,True,1590,4,89.8,1,80.9,1,1,4,-5,13,22,4-1-2 4-2-1 4-1-5 4-5-1 4-1-3 4-3-1 1-4-2 1-2-4 1-4-5 1-5-4 1-4-3 1-3-4
20250506,2,買い,hit,16,1600,3-1-4,False,0,4,87.2,2,25.2,0,0,0,0,-21,3,4-3-2 4-2-3 4-3-5 4-5-3 4-3-1 4-1-3 2-4-3 2-3-4 2-4-5 2-5-4 2-4-1 2-1-4 2-3-5 2-5-3 2-3-1 2-1-3
20250506,3,注意,hit,12,1200,4-1-6,False,0,3,91.4,4,82.9,1,1,8,-15,-50,41,3-4-2 3-2-4 3-4-6 3-6-4 3-4-1 3-1-4 4-3-2 4-2-3 4-3-6 4-6-3 4-3-1 4-1-3
20250506,5,注意,hit,16,1600,1-4-2,False,0,4,34.1,2,24.0,2,2,11,-25,-28,0,4-1-2 4-2-1 4-1-3 4-3-1 4-1-6 4-6-1 2-1-4 2-4-1 2-1-3 2-3-1 2-1-6 2-6-1 2-4-3 2-3-4 2-4-6 2-6-4
20250506,7,買い,hit,16,1600,1-2-6,True,500,1,69.9,2,34.4,1,1,8,-10,21,-15,1-6-2 1-2-6 1-6-3 1-3-6 1-6-5 1-5-6 2-1-6 2-6-1 2-1-3 2-3-1 2-1-5 2-5-1 2-6-3 2-3-6 2-6-5 2-5-6
20250506,8,注意,hit,12,1200,2-1-4,False,0,5,36.8,2,27.1,1,1,10,-10,-50,-25,5-2-4 5-4-2 5-2-1 5-1-2 5-2-3 5-3-2 2-5-4 2-4-5 2-5-1 2-1-5 2-5-3 2-3-5
20250506,11,買い,hit,16,1600,3-5-2,False,0,1,103.8,6,53.7,1,1,-10,0,28,17,1-3-6 1-6-3 1-3-5 1-5-3 1-3-2 1-2-3 6-1-3 6-3-1 6-1-5 6-5-1 6-1-2 6-2-1 6-3-5 6-5-3 6-3-2 6-2-3
20250506,12,注意,hit,16,1600,6-1-2,False,0,1,101.8,5,54.1,1,1,0,-7,28,1,1-2-5 1-5-2 1-2-3 1-3-2 1-2-4 1-4-2 5-1-2 5-2-1 5-1-3 5-3-1 5-1-4 5-4-1 5-2-3 5-3-2 5-2-4 5-4-2
20250509,4,注意,hit,12,1200,2-5-3,False,0,5,81.2,3,69.3,1,1,5,-15,-36,33,5-3-4 5-4-3 5-3-1 5-1-3 5-3-6 5-6-3 3-5-4 3-4-5 3-5-1 3-1-5 3-5-6 3-6-5
20250509,6,注意,hit,16,1600,1-2-3,True,550,1,103.9,2,11.6,0,0,0,0,36,-35,1-3-2 1-2-3 1-3-5 1-5-3 1-3-6 1-6-3 2-1-3 2-3-1 2-1-5 2-5-1 2-1-6 2-6-1 2-3-5 2-5-3 2-3-6 2-6-3
20250510,2,注意,hit,16,1600,3-5-4,False,0,4,40.6,5,28.7,2,2,7,-15,-33,5,4-3-5 4-5-3 4-3-2 4-2-3 4-3-1 4-1-3 5-4-3 5-3-4 5-4-2 5-2-4 5-4-1 5-1-4 5-3-2 5-2-3 5-3-1 5-1-3
20250510,5,買い,hit,16,1600,4-1-3,False,0,4,42.5,2,24.6,1,1,-5,-10,-21,-15,4-1-2 4-2-1 4-1-5 4-5-1 4-1-6 4-6-1 2-1-4 2-4-1 2-1-5 2-5-1 2-1-6 2-6-1 2-4-5 2-5-4 2-4-6 2-6-4
20250510,7,買い,hit,12,1200,1-4-2,False,0,1,59.2,3,34.8,1,1,3,-10,-4,-20,1-3-6 1-6-3 1-3-4 1-4-3 1-3-2 1-2-3 3-1-6 3-6-1 3-1-4 3-4-1 3-1-2 3-2-1
20250510,10,買い,hit,16,1600,2-3-1,False,0,1,86.7,6,43.0,0,0,0,0,23,-30,1-2-6 1-6-2 1-2-3 1-3-2 1-2-4 1-4-2 6-1-2 6-2-1 6-1-3 6-3-1 6-1-4 6-4-1 6-2-3 6-3-2 6-2-4 6-4-2
20250510,12,買い,hit,16,1600,1-6-2,False,0,4,82.2,3,55.5,1,1,8,-15,-9,22,4-2-3 4-3-2 4-2-1 4-1-2 4-2-5 4-5-2 3-4-1 3-1-4 3-4-2 3-2-4 3-4-5 3-5-4 3-2-1 3-1-2 3-2-5 3-5-2
20250511,2,買い,hit,12,1200,2-3-5,True,9110,5,81.2,2,44.6,1,1,5,-3,9,-10,5-2-1 5-1-2 5-2-4 5-4-2 5-2-3 5-3-2 2-5-1 2-1-5 2-5-4 2-4-5 2-5-3 2-3-5
20250511,7,買い,hit,16,1600,6-1-3,True,41550,1,67.2,6,29.7,0,0,0,0,24,-40,1-5-6 1-6-5 1-5-2 1-2-5 1-5-3 1-3-5 6-1-5 6-5-1 6-1-2 6-2-1 6-1-3 6-3-1 6-5-2 6-2-5 6-5-3 6-3-5
20250511,9,注意,hit,12,1200,3-5-2,False,0,5,46.1,6,33.0,1,1,5,-7,-33,-12,5-6-3 5-3-6 5-6-4 5-4-6 5-6-1 5-1-6 6-5-3 6-3-5 6-5-4 6-4-5 6-5-1 6-1-5
20250511,10,買い,hit,16,1600,1-4-3,False,0,4,54.1,5,29.8,0,0,0,0,-4,-15,4-3-5 4-5-3 4-3-6 4-6-3 4-3-1 4-1-3 4-5-6 4-6-5 4-5-1 4-1-5 5-3-4 5-4-3 5-3-6 5-6-3 5-3-1 5-1-3
20250512,6,注意,hit,16,1600,5-2-3,False,0,3,77.3,1,37.3,1,1,8,-15,12,5,3-6-1 3-1-6 3-6-5 3-5-6 3-6-2 3-2-6 1-3-5 1-5-3 1-3-6 1-6-3 1-3-2 1-2-3 1-6-5 1-5-6 1-6-2 1-2-6
20250512,7,買い,hit,12,1200,2-6-1,False,0,1,79.5,6,22.6,1,1,5,-7,32,-40,1-6-2 1-2-6 1-6-3 1-3-6 1-6-4 1-4-6 6-1-2 6-2-1 6-1-3 6-3-1 6-1-4 6-4-1
20250512,8,買い,hit,12,1200,1-4-2,True,680,4,59.6,1,10.3,1,1,5,-15,-3,0,4-1-2 4-2-1 4-1-5 4-5-1 4-1-3 4-3-1 1-4-2 1-2-4 1-4-5 1-5-4 1-4-3 1-3-4
20250512,9,買い,hit,24,2400,1-5-3,False,0,4,39.8,5,18.1,1,1,3,-15,-50,-15,4-1-6 4-6-1 4-1-2 4-2-1 4-1-3 4-3-1 4-6-2 4-2-6 4-6-3 4-3-6 5-1-4 5-4-1 5-1-6 5-6-1 5-1-2 5-2-1 5-1-3 5-3-1 5-6-4 5-4-6 5-6-2 5-2-6 5-6-3 5-3-6
20250512,10,注意,hit,16,1600,3-2-1,False,0,1,95.9,2,35.4,0,0,0,0,28,-13,1-3-2 1-2-3 1-3-4 1-4-3 1-3-5 1-5-3 2-1-4 2-4-1 2-1-5 2-5-1 2-1-3 2-3-1 2-3-4 2-4-3 2-3-5 2-5-3
20250515,1,買い,hit,16,1600,1-2-6,False,0,5,39.7,6,18.5,0,0,0,0,4,-30,5-6-1 5-1-6 5-6-4 5-4-6 5-6-3 5-3-6 5-3-1 5-1-3 5-3-4 5-4-3 6-3-5 6-5-3 6-3-1 6-1-3 6-3-4 6-4-3
20250515,2,買い,hit,16,1600,2-6-3,False,0,4,75.8,5,21.6,0,0,0,0,-26,-5,4-3-5 4-5-3 4-3-6 4-6-3 4-3-1 4-1-3 5-3-4 5-4-3 5-3-6 5-6-3 5-3-1 5-1-3 5-4-6 5-6-4 5-4-1 5-1-4
20250515,3,注意,hit,16,1600,2-3-1,True,1790,3,82.2,2,43.9,1,1,5,-3,-21,8,3-5-2 3-2-5 3-5-4 3-4-5 3-5-1 3-1-5 2-3-5 2-5-3 2-3-4 2-4-3 2-3-1 2-1-3 2-5-4 2-4-5 2-5-1 2-1-5
20250515,4,注意,hit,12,1200,5-3-2,False,0,3,53.1,2,41.1,1,1,3,-10,-28,-12,3-2-5 3-5-2 3-2-6 3-6-2 3-2-4 3-4-2 2-3-5 2-5-3 2-3-6 2-6-3 2-3-4 2-4-3
20250515,5,注意,hit,12,1200,4-5-3,True,3660,3,52.2,4,40.9,0,0,0,0,-29,-8,3-4-5 3-5-4 3-4-1 3-1-4 3-4-6 3-6-4 4-3-5 4-5-3 4-3-1 4-1-3 4-3-6 4-6-3
20250515,6,買い,hit,12,1200,2-1-4,False,0,5,63.6,2,23.8,0,0,0,0,-43,-30,5-2-4 5-4-2 5-2-1 5-1-2 5-2-3 5-3-2 2-5-4 2-4-5 2-5-1 2-1-5 2-5-3 2-3-5
20250515,8,買い,hit,16,1600,4-6-1,True,1950,4,94.1,2,66.3,1,1,25,-22,-43,12,4-1-2 4-2-1 4-1-6 4-6-1 4-1-5 4-5-1 4-2-6 4-6-2 4-2-5 4-5-2 2-1-4 2-4-1 2-1-6 2-6-1 2-1-5 2-5-1
20250515,12,買い,hit,20,2000,1-3-2,True,1300,1,81.6,6,65.0,1,1,4,-10,36,43,1-5-6 1-6-5 1-5-2 1-2-5 1-5-3 1-3-5 1-2-6 1-6-2 1-2-3 1-3-2 6-5-1 6-1-5 6-5-2 6-2-5 6-5-3 6-3-5 6-2-1 6-1-2 6-2-3 6-3-2
20250516,1,注意,hit,12,1200,1-4-6,False,0,4,38.9,2,29.0,2,2,5,-20,-4,-5,4-2-5 4-5-2 4-2-3 4-3-2 4-2-6 4-6-2 2-4-5 2-5-4 2-4-3 2-3-4 2-4-6 2-6-4
20250516,5,買い,hit,16,1600,5-2-6,True,33150,4,60.6,5,18.8,0,0,0,0,-50,2,4-2-5 4-5-2 4-2-6 4-6-2 4-2-1 4-1-2 5-4-2 5-2-4 5-4-6 5-6-4 5-4-1 5-1-4 5-2-6 5-6-2 5-2-1 5-1-2
20250516,6,買い,hit,16,1600,1-3-4,False,0,5,82.0,6,46.3,2,2,10,-25,-2,3,5-6-2 5-2-6 5-6-4 5-4-6 5-6-1 5-1-6 5-2-4 5-4-2 5-2-1 5-1-2 6-2-5 6-5-2 6-2-4 6-4-2 6-2-1 6-1-2
20250516,7,買い,hit,12,1200,1-5-3,True,1280,1,74.6,5,24.2,0,0,0,0,19,-15,1-5-4 1-4-5 1-5-3 1-3-5 1-5-2 1-2-5 5-1-4 5-4-1 5-1-3 5-3-1 5-1-2 5-2-1
20250516,11,買い,hit,12,1200,1-3-5,True,490,1,77.0,5,55.6,0,0,0,0,24,-25,1-5-6 1-6-5 1-5-3 1-3-5 1-5-4 1-4-5 5-1-6 5-6-1 5-1-3 5-3-1 5-1-4 5-4-1
20250516,12,買い,hit,16,1600,1-3-2,False,0,1,77.2,6,53.0,0,0,0,0,28,11,1-5-6 1-6-5 1-5-2 1-2-5 1-5-3 1-3-5 1-6-2 1-2-6 1-6-3 1-3-6 6-5-1 6-1-5 6-5-2 6-2-5 6-5-3 6-3-5
20250517,1,注意,hit,16,1600,5-1-4,False,0,3,34.0,6,22.8,0,0,0,0,-43,-35,3-4-6 3-6-4 3-4-2 3-2-4 3-4-1 3-1-4 6-3-2 6-2-3 6-3-4 6-4-3 6-3-1 6-1-3 6-4-2 6-2-4 6-4-1 6-1-4
20250517,5,注意,hit,12,1200,1-3-4,False,0,1,59.4,2,38.7,0,0,0,0,-19,-20,1-2-3 1-3-2 1-2-5 1-5-2 1-2-4 1-4-2 2-1-3 2-3-1 2-1-5 2-5-1 2-1-4 2-4-1
20250517,7,注意,hit,12,1200,1-2-3,False,0,4,41.2,1,33.2,1,1,5,-7,-27,9,4-1-3 4-3-1 4-1-2 4-2-1 4-1-5 4-5-1 1-4-3 1-3-4 1-4-2 1-2-4 1-4-5 1-5-4
20250517,11,注意,hit,16,1600,1-3-5,True,2850,1,69.1,6,57.7,0,0,0,0,24,-15,1-3-6 1-6-3 1-3-2 1-2-3 1-3-5 1-5-3 1-6-2 1-2-6 1-6-5 1-5-6 6-3-1 6-1-3 6-3-2 6-2-3 6-3-5 6-5-3
20250517,12,買い,hit,12,1200,3-2-1,False,0,1,85.0,4,58.4,0,0,0,0,28,40,1-4-5 1-5-4 1-4-2 1-2-4 1-4-3 1-3-4 4-1-5 4-5-1 4-1-2 4-2-1 4-1-3 4-3-1
20250518,3,注意,hit,16,1600,2-5-1,True,2780,5,45.6,2,33.0,0,0,0,0,-28,13,5-6-2 5-2-6 5-6-3 5-3-6 5-6-1 5-1-6 2-6-5 2-5-6 2-6-3 2-3-6 2-6-1 2-1-6 2-5-3 2-3-5 2-5-1 2-1-5
20250518,4,買い,hit,16,1600,4-5-6,False,0,4,79.1,2,62.9,0,0,0,0,-36,8,4-5-2 4-2-5 4-5-3 4-3-5 4-5-1 4-1-5 2-5-4 2-4-5 2-5-3 2-3-5 2-5-1 2-1-5 2-4-3 2-3-4 2-4-1 2-1-4
20250518,7,注意,hit,16,1600,1-4-2,False,0,1,89.8,6,19.9,1,1,5,-10,24,-20,1-3-6 1-6-3 1-3-2 1-2-3 1-3-4 1-4-3 6-1-3 6-3-1 6-1-2 6-2-1 6-1-4 6-4-1 6-3-2 6-2-3 6-3-4 6-4-3
20250518,8,注意,hit,16,1600,3-4-2,False,0,3,34.9,2,25.3,1,1,12,-15,-21,-15,3-5-2 3-2-5 3-5-4 3-4-5 3-5-1 3-1-5 2-3-4 2-4-3 2-3-5 2-5-3 2-3-1 2-1-3 2-5-4 2-4-5 2-5-1 2-1-5
20250518,9,注意,hit,16,1600,3-4-6,True,1990,1,96.1,3,81.2,2,2,8,-17,36,30,1-3-6 1-6-3 1-3-4 1-4-3 1-3-2 1-2-3 1-6-4 1-4-6 1-6-2 1-2-6 3-6-1 3-1-6 3-6-4 3-4-6 3-6-2 3-2-6
20250518,10,買い,hit,12,1200,5-6-3,False,0,1,95.4,4,65.1,0,0,0,0,36,10,1-4-3 1-3-4 1-4-5 1-5-4 1-4-6 1-6-4 4-1-3 4-3-1 4-1-5 4-5-1 4-1-6 4-6-1
20250518,12,買い,hit,12,1200,1-4-5,True,1510,1,90.1,4,61.1,1,1,3,-15,30,18,1-4-2 1-2-4 1-4-5 1-5-4 1-4-6 1-6-4 4-1-2 4-2-1 4-1-5 4-5-1 4-1-6 4-6-1
20250519,1,買い,hit,16,1600,5-1-2,True,12840,5,28.5,2,5.0,1,1,10,-15,-15,-30,5-2-3 5-3-2 5-2-1 5-1-2 5-2-4 5-4-2 5-3-1 5-1-3 5-3-4 5-4-3 2-3-5 2-5-3 2-3-1 2-1-3 2-3-4 2-4-3
20250519,7,買い,hit,16,1600,4-1-6,True,3770,4,70.3,2,20.7,0,0,0,0,-24,-10,4-1-2 4-2-1 4-1-6 4-6-1 4-1-5 4-5-1 2-1-4 2-4-1 2-1-6 2-6-1 2-1-5 2-5-1 2-4-6 2-6-4 2-4-5 2-5-4
20250519,8,買い,hit,16,1600,1-5-3,False,0,1,75.3,5,36.8,1,1,-12,-5,28,-12,1-4-5 1-5-4 1-4-2 1-2-4 1-4-6 1-6-4 5-1-2 5-2-1 5-1-6 5-6-1 5-1-4 5-4-1 5-4-2 5-2-4 5-4-6 5-6-4
20250519,9,買い,hit,16,1600,1-2-3,False,0,1,60.0,4,23.9,2,2,-5,-10,30,-3,1-2-4 1-4-2 1-2-5 1-5-2 1-2-6 1-6-2 4-2-1 4-1-2 4-2-5 4-5-2 4-2-6 4-6-2 4-1-5 4-5-1 4-1-6 4-6-1
